conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2009669515593048481,2026-01-09 16:52:05+00:00,,being expert itu sebetulnya menuju eneg pd hal tsb. pgn kek bu hotma ahli dengan per DM an. tp semakin aku mendalami semakin aku eneg denger diabetes melitus ,,,,,,,,,https://x.com/undefined/status/2009669515593048481,,
2009672973289173106,2026-01-09 17:05:49+00:00,,dek kakak diabetes dek,,,,,,,,,https://x.com/undefined/status/2009672973289173106,,
2009673639764127861,2026-01-09 17:19:29+00:00,,Untuk produk garam (khusus pengidap hipertensi) gula (khusus pengidap diabetes) alkohol (khusus pengemudi? atau penggemar klab malam lol ) dan produk2 lainnya 1001 macam di negeri 1001 malam. Ayyaiyayaiya. ,,,,,,,,,https://x.com/undefined/status/2009676411125252111,,
2009679894910058595,2026-01-09 17:33:19+00:00,,Na diabetes go kpai the juju las las.,,,,,,,,,https://x.com/undefined/status/2009679894910058595,,
2009525057866093012,2026-01-09 17:37:41+00:00,,@xcecillia_55 Nih yg manis2 tapi aku yg diabetes krn Cecilnya manis https://t.co/WzPFrgtZ0G,,,,,,,,,https://x.com/undefined/status/2009680992622243990,,
2009540310263828754,2026-01-09 18:17:58+00:00,,@cyhangjo iri bangett - alm. bpk ku pas donor pertama darah ditolak ketahuan punya diabetes. - aku daftar donor udah 3 atau 4x ditolak jg karna darah rendah ,,,,,,,,,https://x.com/undefined/status/2009691131819565459,,
2009495017719771286,2026-01-09 21:23:02+00:00,,@DeepNmusique_ZA @Ish_Izzo @busiwe_bubu Ozempic ke injection ya semaglutide e thusang go laola letswalo la madi mo type 2 diabetes. E dirisiwa gape go fokotsa boima ba mmele ka go tlhotlha tlala. O se e dirise ntle le go buisana le ngaka.,,,,,,,,,https://x.com/undefined/status/2009737705156972688,,
2009599091081416914,2026-01-09 22:32:35+00:00,,@UmarHasibuan__ Komplikasi jantung diabetes dll,,,,,,,,,https://x.com/undefined/status/2009755207417352690,,
2009765227567689811,2026-01-09 23:12:24+00:00,,Biotek Farmasi Dialance - Suplemen Diabetes - Membantu Menurunkan Gula Darah - 100% Herbal - Halal &amp; GMP Quality - POM TL210391591 https://t.co/Yw1AGYkz1e,,,,,,,,,https://x.com/undefined/status/2009765227567689811,,
2009984284220895448,2026-01-10 14:10:35+00:00,,@cappuchn0 Lebih enakan sama bibir sih gak bikin diabetes wkwkw,,,,,,,,,https://x.com/undefined/status/2009991262536147115,,
2009994324478750855,2026-01-10 14:22:45+00:00,,Nanti diabetes kalo kebanyakan gula bang,,,,,,,,,https://x.com/undefined/status/2009994324478750855,,
